1; 1; 1; 32774
1; 1; 2; 5142
1; 1; 3; 21276
1; 1; 4; 5804
1; 1; 5; 18872
1; 1; 6; 29598
1; 1; 7; 30190
1; 1; 8; 30758
1; 1; 9; 4746
1; 1; 10; 31267
1; 1; 11; 984
1; 1; 12; 948
1; 1; 13; 930
1; 1; 14; 8188
1; 1; 15; 956
1; 1; 16; 29175
1; 1; 17; 661
1; 1; 18; 972
1; 1; 19; 5139
1; 1; 20; 4910
1; 1; 21; 32823
1; 1; 22; 19546
1; 1; 23; 1063
1; 1; 24; 24229
1; 1; 25; 6274
1; 1; 26; 24042
1; 1; 27; 30825
1; 1; 28; 18887
1; 1; 29; 29975
1; 1; 30; 24705
1; 1; 31; 30149
1; 1; 32; 789
1; 1; 33; 30824
1; 1; 34; 30165
1; 1; 35; 30812
1; 1; 36; 3295
1; 1; 37; 4800
1; 1; 38; 25188
1; 1; 39; 0
1; 2; 1; 8365
1; 2; 2; 6315
1; 2; 3; 2627
1; 2; 4; 15031
1; 2; 5; 32985
1; 2; 6; 31051
1; 2; 7; 5908
1; 2; 8; 4953
1; 2; 9; 4340
1; 2; 10; 941
1; 2; 11; 1067
1; 2; 12; 23155
1; 2; 13; 256
1; 2; 14; 31136
1; 2; 15; 3141
1; 2; 16; 4487
1; 2; 17; 5232
1; 2; 18; 5131
1; 2; 19; 1585
1; 2; 20; 4775
1; 2; 21; 5017
1; 2; 22; 4753
1; 2; 23; 23070
1; 2; 24; 1734
1; 2; 25; 5146
1; 2; 26; 16607
1; 2; 27; 8327
1; 2; 28; 4895
1; 2; 29; 4783
1; 2; 30; 4755
1; 2; 31; 1755
1; 2; 32; 2698
1; 2; 33; 7373
1; 2; 34; 16960
1; 2; 35; 7370
1; 2; 36; 22483
1; 2; 37; 4319
1; 2; 38; 5004
1; 2; 39; 4842
1; 2; 40; 0
1; 3; 1; 1854
1; 3; 2; 34909
1; 3; 3; 31151
1; 3; 4; 1015
1; 3; 5; 2699
1; 3; 6; 361
1; 3; 7; 32813
1; 3; 8; 933
1; 3; 9; 31833
1; 3; 10; 2511
1; 3; 11; 6321
1; 3; 12; 6181
1; 3; 13; 27561
1; 3; 14; 6139
1; 3; 15; 4358
1; 3; 16; 8316
1; 3; 17; 895
1; 3; 18; 1758
1; 3; 19; 5107
1; 3; 20; 5832
1; 3; 21; 4977
1; 3; 22; 26054
1; 3; 23; 20010
1; 3; 24; 1826
1; 3; 25; 5015
1; 3; 26; 5888
1; 3; 27; 4740
1; 3; 28; 32102
1; 3; 29; 4804
1; 3; 30; 15825
1; 3; 31; 4969
1; 3; 32; 1728
1; 3; 33; 1745
1; 3; 34; 5339
1; 3; 35; 4879
1; 3; 36; 5636
1; 3; 37; 29921
1; 3; 38; 5105
1; 3; 39; 5205
1; 3; 40; 0
1; 4; 1; 4878
1; 4; 2; 26836
1; 4; 3; 1064
1; 4; 4; 16132
1; 4; 5; 34219
1; 4; 6; 1065
1; 4; 7; 839
1; 4; 8; 31441
1; 4; 9; 812
1; 4; 10; 8971
1; 4; 11; 1084
1; 4; 12; 25248
1; 4; 13; 5682
1; 4; 14; 853
1; 4; 15; 17541
1; 4; 16; 4354
1; 4; 17; 584
1; 4; 18; 34593
1; 4; 19; 8201
1; 4; 20; 17957
1; 4; 21; 19441
1; 4; 22; 29398
1; 4; 23; 26558
1; 4; 24; 23086
1; 4; 25; 23160
1; 4; 26; 5037
1; 4; 27; 4631
1; 4; 28; 4829
1; 4; 29; 24118
1; 4; 30; 1522
1; 4; 31; 25341
1; 4; 32; 23037
1; 4; 33; 27692
1; 4; 34; 20328
1; 4; 35; 5970
1; 4; 36; 8269
1; 4; 37; 835
1; 4; 38; 935
1; 4; 39; 18967
1; 4; 40; 0
1; 5; 1; 22184
1; 5; 2; 16919
1; 5; 3; 27965
1; 5; 4; 6498
1; 5; 5; 3223
1; 5; 6; 6360
1; 5; 7; 1256
1; 5; 8; 20533
1; 5; 9; 30164
1; 5; 10; 26243
1; 5; 11; 27465
1; 5; 12; 14930
1; 5; 13; 26414
1; 5; 14; 29647
1; 5; 15; 1602
1; 5; 16; 31183
1; 5; 17; 5882
1; 5; 18; 25465
1; 5; 19; 1017
1; 5; 20; 31469
1; 5; 21; 8234
1; 5; 22; 2524
1; 5; 23; 943
1; 5; 24; 33947
1; 5; 25; 4978
1; 5; 26; 5729
1; 5; 27; 32889
1; 5; 28; 4851
1; 5; 29; 1212
1; 5; 30; 4852
1; 5; 31; 6503
1; 5; 32; 30809
1; 5; 33; 5215
1; 5; 34; 2091
1; 5; 35; 8368
1; 5; 36; 4911
1; 5; 37; 0
2; 1; 1; 4896
2; 1; 2; 5052
2; 1; 3; 1732
2; 1; 4; 5006
2; 1; 5; 15940
2; 1; 6; 5056
2; 1; 7; 1959
2; 1; 8; 15458
2; 1; 9; 1625
2; 1; 10; 5141
2; 1; 11; 945
2; 1; 12; 3238
2; 1; 13; 1566
2; 1; 14; 30352
2; 1; 15; 8369
2; 1; 16; 27137
2; 1; 17; 19473
2; 1; 18; 4153
2; 1; 19; 4454
2; 1; 20; 27958
2; 1; 21; 395
2; 1; 22; 26241
2; 1; 23; 3292
2; 1; 24; 20793
2; 1; 25; 1903
2; 1; 26; 1663
2; 1; 27; 0
2; 2; 1; 7774
2; 2; 2; 8607
2; 2; 3; 1155
2; 2; 4; 6248
2; 2; 5; 1303
2; 2; 6; 4926
2; 2; 7; 4350
2; 2; 8; 5550
2; 2; 9; 8414
2; 2; 10; 4903
2; 2; 11; 30969
2; 2; 12; 571
2; 2; 13; 1934
2; 2; 14; 5787
2; 2; 15; 28289
2; 2; 16; 1407
2; 2; 17; 31898
2; 2; 18; 5038
2; 2; 19; 6478
2; 2; 20; 572
2; 2; 21; 526
2; 2; 22; 26706
2; 2; 23; 1068
2; 2; 24; 8331
2; 2; 25; 20963
2; 2; 26; 785
2; 2; 27; 1254
2; 2; 28; 836
2; 2; 29; 1335
2; 2; 30; 1273
2; 2; 31; 1223
2; 2; 32; 20457
2; 2; 33; 16673
2; 2; 34; 5792
2; 2; 35; 766
2; 2; 36; 162
2; 2; 37; 0
2; 3; 1; 880
2; 3; 2; 882
2; 3; 3; 31152
2; 3; 4; 31483
2; 3; 5; 881
2; 3; 6; 1221
2; 3; 7; 7097
2; 3; 8; 1312
2; 3; 9; 8983
2; 3; 10; 6428
2; 3; 11; 5296
2; 3; 12; 29892
2; 3; 13; 33976
2; 3; 14; 1324
2; 3; 15; 959
2; 3; 16; 25584
2; 3; 17; 34366
2; 3; 18; 317
2; 3; 19; 0
2; 4; 1; 23110
2; 4; 2; 31188
2; 4; 3; 32127
2; 4; 4; 29730
2; 4; 5; 5178
2; 4; 6; 32559
2; 4; 7; 898
2; 4; 8; 5092
2; 4; 9; 16908
2; 4; 10; 8272
2; 4; 11; 29087
2; 4; 12; 1069
2; 4; 13; 5791
2; 4; 14; 25082
2; 4; 15; 203
2; 4; 16; 1590
2; 4; 17; 33162
2; 4; 18; 30242
2; 4; 19; 24358
2; 4; 20; 22147
2; 4; 21; 3333
2; 4; 22; 1584
2; 4; 23; 23890
2; 4; 24; 1241
2; 4; 25; 4367
2; 4; 26; 1280
2; 4; 27; 32973
2; 4; 28; 5794
2; 4; 29; 6322
2; 4; 30; 7184
2; 4; 31; 30863
2; 4; 32; 23852
2; 4; 33; 20453
2; 4; 34; 26862
2; 4; 35; 4201
2; 4; 36; 0
2; 5; 1; 4907
2; 5; 2; 3140
2; 5; 3; 7161
2; 5; 4; 32560
2; 5; 5; 7814
2; 5; 6; 22771
2; 5; 7; 7477
2; 5; 8; 23922
2; 5; 9; 1007
2; 5; 10; 1066
2; 5; 11; 204
2; 5; 12; 7011
2; 5; 13; 6168
2; 5; 14; 7791
2; 5; 15; 783
2; 5; 16; 27327
2; 5; 17; 6289
2; 5; 18; 5555
2; 5; 19; 325
2; 5; 20; 33686
2; 5; 21; 28784
2; 5; 22; 358
2; 5; 23; 28495
2; 5; 24; 936
2; 5; 25; 23955
2; 5; 26; 363
2; 5; 27; 22704
2; 5; 28; 0
